Item Point ID,Map,Region,Guaranteed Drop,Min,Common Drop,Common %,Rare Drop,Rare %
IP_MP6107m_03,MP6107m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6107m_04,MP6107m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6107m_05,MP6107m,,bending twig,1,Pangu tree,20%,Treasure branch of the great tree,5%
IP_MP6107m_06,MP6107m,,small leaves,1,Pangu flower,20%,rim flower,10%
IP_MP6107m_07,MP6107m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6107m_08,MP6107m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6114m_01,MP6114m,,small leaves,1,Pangu flower,20%,rim flower,10%
IP_MP6114m_02,MP6114m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6114m_03,MP6114m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6114m_04,MP6114m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6114m_05,MP6114m,,strange lump,1,Rispar,20%,dragonite,5%
IP_MP6108m_01,MP6108m,,small leaves,1,Pangu flower,40%,rim flower,10%
IP_MP6108m_02,MP6108m,,strange lump,1,Rispar,40%,dragonite,5%
IP_MP6108m_03,MP6108m,,strange lump,1,Rispar,40%,dragonite,5%
IP_MP6108m_04,MP6108m,,strange lump,1,Rispar,40%,dragonite,5%
IP_MP6108m_05,MP6108m,,bending twig,1,Pangu tree,40%,Treasure branch of the great tree,5%
IP_MP5104m_01,MP5104m,,small leaves,1,Pangu flower,10%,rim flower,2%
IP_MP5104m_02,MP5104m,,small leaves,1,Pangu flower,10%,foxglove leaves,2%
IP_MP5104m_03,MP5104m,,strange lump,1,Rispar,10%,dragonite,2%
IP_MP5104m_04,MP5104m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6306_01,Path of the Frozen Era,Octus Overlook,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6306_02,Path of the Frozen Era,Octus Overlook,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6306_03,Path of the Frozen Era,Octus Overlook,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6307_01,Path of the Insectoid Era,Octus Overlook,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6307_02,Path of the Insectoid Era,Octus Overlook,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6307_03,Path of the Insectoid Era,Octus Overlook,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6308_01,Path of the Sky Era,Octus Overlook,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6308_02,Path of the Sky Era,Octus Overlook,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6308_03,Path of the Sky Era,Octus Overlook,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6109_01,Hill of Eternity,Hill of Eternity,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6109_02,Hill of Eternity,Hill of Eternity,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6109_03,Hill of Eternity,Hill of Eternity,small leaves,1,shining leaves,10%,rim flower,2%
IP_MP6109_04,Hill of Eternity,Hill of Eternity,small leaves,1,shining leaves,10%,rim flower,2%
IP_MP6109_05,Hill of Eternity,Hill of Eternity,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6109_06,Hill of Eternity,Hill of Eternity,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6109_07,Hill of Eternity,Hill of Eternity,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6109_08,Hill of Eternity,Hill of Eternity,Dragonfruit,1,Dragon Tree Treasure,10%,,
IP_MP6109_09,Hill of Eternity,Hill of Eternity,Dragonfruit,1,Dragon Tree Treasure,10%,,
IP_MP6109_10,Hill of Eternity,Hill of Eternity,Dragonfruit,1,Dragon Tree Treasure,10%,,
IP_MP6411_01,Entrance,Silent Tower,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6411_02,Entrance,Silent Tower,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6411_03,Entrance,Silent Tower,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6411_04,Entrance,Silent Tower,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6412_01,First Basement,Silent Tower,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6412_02,First Basement,Silent Tower,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6412_03,First Basement,Silent Tower,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6412_04,First Basement,Silent Tower,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6413_01,Second Basement,Silent Tower,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6413_02,Second Basement,Silent Tower,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6413_03,Second Basement,Silent Tower,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6413_04,Second Basement,Silent Tower,strange lump,1,Rispar,10%,dragonite,5%
IP_MP7451_06,Headwater Falls,Headwater Falls,strange lump,1,Iron ore,20%,stalactite,5%
IP_MP7451_07,Headwater Falls,Headwater Falls,strange lump,1,Iron ore,20%,stalactite,5%
IP_MP7451_08,Headwater Falls,Headwater Falls,strange lump,1,Iron ore,20%,stalactite,5%
IP_MP7451_09,Headwater Falls,Headwater Falls,small leaves,1,beautiful flowers,20%,foxglove leaves,5%
IP_MP7451_10,Headwater Falls,Headwater Falls,small leaves,1,beautiful flowers,20%,foxglove leaves,5%
IP_MP7451_11,Headwater Falls,Headwater Falls,bending twig,1,glossy wood,20%,lateca resin,5%
IP_MP7451_12,Headwater Falls,Headwater Falls,bending twig,1,glossy wood,20%,lateca resin,5%
IP_MP3109m_01,Start,Great Valley (Past),Dragonfruit,1,,,,
IP_MP3110m_01,Windy Valley,Great Valley (Past),Dragonfruit,1,,,,
IP_MP5103m_08,MP5103m,,Dragonfruit,1,,,,
IP_MP6101m_01,MP6101m,,Dragonfruit,1,,,,
IP_MP6103m_09,MP6103m,,Dragonfruit,1,,,,
IP_MP6103m_10,MP6103m,,Dragon Tree Treasure,1,,,,
IP_MP6106m_07,MP6106m,,Dragonfruit,1,,,,
IP_MP6106m_08,MP6106m,,Dragonfruit,1,,,,
IP_MP1301t2_01,MP1301t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1301t2_02,MP1301t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1301t2_03,MP1301t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1301t2_04,MP1301t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,5%
IP_MP1301t2_05,MP1301t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1301t2_06,MP1301t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1301t2_07,MP1301t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_01,MP1302t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_02,MP1302t2,,small leaves,1,beautiful flowers,20%,foxglove leaves,40%
IP_MP1302t2_03,MP1302t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1302t2_04,MP1302t2,,bending twig,1,glossy wood,20%,,
IP_MP1302t2_05,MP1302t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1302t2_06,MP1302t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,5%
IP_MP1302t2_07,MP1302t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_08,MP1302t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_09,MP1302t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_10,MP1302t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1302t2_11,MP1302t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1302t2_12,MP1302t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1302t2_13,MP1302t2,,strange lump,1,Iron ore,20%,glow rock,30%
IP_MP1302t2_14,MP1302t2,,strange lump,1,Iron ore,20%,glow rock,30%
IP_MP1303t2_01,MP1303t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,5%
IP_MP1303t2_02,MP1303t2,,small leaves,1,beautiful flowers,20%,foxglove leaves,40%
IP_MP1303t2_03,MP1303t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1303t2_04,MP1303t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1303t2_05,MP1303t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1303t2_06,MP1303t2,,small leaves,1,,,,
IP_MP1303t2_07,MP1303t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1303t2_08,MP1303t2,,strange lump,1,Iron ore,20%,glow rock,30%
IP_MP1304t2_01,MP1304t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1304t2_02,MP1304t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1304t2_03,MP1304t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1304t2_04,MP1304t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,5%
IP_MP1304t2_05,MP1304t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1304t2_06,MP1304t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1304t2_07,MP1304t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1304t2_08,MP1304t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1304t2_09,MP1304t2,,bending twig,1,glossy wood,20%,,
IP_MP1304t2_10,MP1304t2,,strange lump,1,Iron ore,10%,glow rock,50%
IP_MP1304t2_11,MP1304t2,,small leaves,1,beautiful flowers,20%,foxglove leaves,40%
IP_MP1305t2_01,MP1305t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP1305t2_02,MP1305t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1305t2_03,MP1305t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1305t2_04,MP1305t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,5%
IP_MP1305t2_05,MP1305t2,,small leaves,1,beautiful flowers,20%,foxglove leaves,40%
IP_MP1306t2_01,MP1306t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1306t2_02,MP1306t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1307t2_01,MP1307t2,,small leaves,1,beautiful flowers,10%,foxglove leaves,2%
IP_MP1307t2_02,MP1307t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1307t2_03,MP1307t2,,crudberry fruit,1,ripe curdberry,20%,,
IP_MP1307t2_04,MP1307t2,,strange lump,1,Iron ore,20%,glow rock,7%
IP_MP4331t2_01,MP4331t2,,mango,1,ripe mango,15%,,
IP_MP4331t2_02,MP4331t2,,mango,1,ripe mango,15%,,
IP_MP4331t2_03,MP4331t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4331t2_04,MP4331t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4331t2_05,MP4331t2,,small leaves,1,shining leaves,10%,foxglove leaves,2%
IP_MP4331t2_06,MP4331t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4332t2_01,MP4332t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4332t2_02,MP4332t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4332t2_03,MP4332t2,,mango,1,ripe mango,15%,,
IP_MP4332t2_04,MP4332t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4333t2_01,MP4333t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4333t2_02,MP4333t2,,bending twig,1,warm wood,10%,lateca resin,5%
IP_MP4333t2_03,MP4333t2,,mango,1,ripe mango,15%,,
IP_MP4333t2_04,MP4333t2,,mango,1,ripe mango,15%,,
IP_MP4333t2_05,MP4333t2,,moonlight grass,1,,,,
IP_MP4334t2_01,MP4334t2,,small leaves,1,shining leaves,10%,foxglove leaves,2%
IP_MP4334t2_02,MP4334t2,,mango,1,ripe mango,15%,,
IP_MP4334t2_03,MP4334t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4334t2_04,MP4334t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4334t2_05,MP4334t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4334t2_06,MP4334t2,,mango,1,ripe mango,15%,,
IP_MP4334t2_07,MP4334t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4334t2_08,MP4334t2,,bending twig,1,warm wood,10%,lateca resin,5%
IP_MP4334t2_09,MP4334t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4334t2_10,MP4334t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4334t2_11,MP4334t2,,moonlight grass,1,,,,
IP_MP4335t2_01,MP4335t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4336t2_01,MP4336t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4336t2_02,MP4336t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4336t2_03,MP4336t2,,mango,1,ripe mango,15%,,
IP_MP4336t2_04,MP4336t2,,mango,1,ripe mango,15%,,
IP_MP4336t2_05,MP4336t2,,bending twig,1,warm wood,10%,lateca resin,5%
IP_MP4336t2_06,MP4336t2,,small leaves,1,shining leaves,10%,foxglove leaves,2%
IP_MP4336t2_07,MP4336t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4336t2_08,MP4336t2,,moonlight grass,1,,,,
IP_MP4337t2_01,MP4337t2,,mango,1,ripe mango,15%,,
IP_MP4337t2_02,MP4337t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4338t2_01,MP4338t2,,bending twig,1,warm wood,10%,lateca resin,5%
IP_MP4338t2_02,MP4338t2,,mango,1,ripe mango,15%,,
IP_MP4338t2_03,MP4338t2,,mango,1,ripe mango,15%,,
IP_MP4338t2_04,MP4338t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4338t2_05,MP4338t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4338t2_06,MP4338t2,,mango,1,ripe mango,15%,,
IP_MP4338t2_07,MP4338t2,,moonlight grass,1,,,,
IP_MP4339t2_01,MP4339t2,,bending twig,1,warm wood,10%,lateca resin,5%
IP_MP4339t2_02,MP4339t2,,mango,1,ripe mango,15%,,
IP_MP4339t2_03,MP4339t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP4339t2_04,MP4339t2,,strange lump,1,tektite ore,10%,stalactite,5%
IP_MP4339t2_05,MP4339t2,,mango,1,ripe mango,15%,,
IP_MP4340t2_01,MP4340t2,,small leaves,1,foxglove leaves,10%,,
IP_MP4340t2_02,MP4340t2,,mango,1,ripe mango,15%,,
IP_MP4340t2_03,MP4340t2,,mango,1,ripe mango,15%,,
IP_MP4340t2_04,MP4340t2,,moonlight grass,1,,,,
IP_MP4341t2_01,MP4341t2,,mango,1,ripe mango,15%,,
IP_MP4341t2_02,MP4341t2,,small leaves,1,foxglove leaves,10%,moonlight grass,15%
IP_MP6111t2_01,MP6111t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6111t2_02,MP6111t2,,Dragonfruit,1,Dragon Tree Treasure,15%,,
IP_MP6111t2_03,MP6111t2,,strange lump,1,tektite ore,20%,dragonite,5%
IP_MP6111t2_04,MP6111t2,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,15%
IP_MP6111t2_05,MP6111t2,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,4%
IP_MP6111t2_06,MP6111t2,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,15%
IP_MP6112t2_01,MP6112t2,,Dragonfruit,1,Dragon Tree Treasure,15%,,
IP_MP6112t2_02,MP6112t2,,strange lump,1,tektite ore,20%,dragonite,5%
IP_MP6112t2_03,MP6112t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6112t2_04,MP6112t2,,strange lump,1,Rispar,10%,dragonite,4%
IP_MP6112t2_05,MP6112t2,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,15%
IP_MP6112t2_06,MP6112t2,,strange lump,1,tektite ore,20%,dragonite,5%
IP_MP6112t2_07,MP6112t2,,Dragonfruit,1,Dragon Tree Treasure,15%,,
IP_MP6112t2_08,MP6112t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6112t2_09,MP6112t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6116t2_01,MP6116t2,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,15%
IP_MP6116t2_02,MP6116t2,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,15%
IP_MP6116t2_03,MP6116t2,,strange lump,1,tektite ore,20%,dragonite,5%
IP_MP6116t2_04,MP6116t2,,Dragonfruit,1,Dragon Tree Treasure,15%,,
IP_MP6116t2_05,MP6116t2,,Dragonfruit,1,Dragon Tree Treasure,15%,,
IP_MP6116t2_06,MP6116t2,,strange lump,1,Rispar,10%,dragonite,4%
IP_MP6116t2_07,MP6116t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6116t2_08,MP6116t2,,small leaves,1,Pangu flower,20%,rim flower,5%
IP_MP6531m_01,MP6531m,,small leaves,1,foxglove leaves,10%,moonlight grass,20%
IP_MP6531m_02,MP6531m,,small leaves,1,foxglove leaves,10%,moonlight grass,20%
IP_MP6531m_03,MP6531m,,small leaves,1,foxglove leaves,10%,moonlight grass,20%
IP_MP6531m_04,MP6531m,,small leaves,1,foxglove leaves,10%,moonlight grass,20%
IP_MP6531m_05,MP6531m,,small leaves,1,foxglove leaves,10%,moonlight grass,20%
IP_MP6551m_01,MP6551m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,3%
IP_MP6551m_02,MP6551m,,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551m_03,MP6551m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6553m_01,MP6553m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6553m_02,MP6553m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,3%
IP_MP6553m_03,MP6553m,,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,3%
IP_MP6553m_04,MP6553m,,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6553m_05,MP6553m,,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,20%
IP_MP6512_01,First Brazier,Former Sanctuary Crypt - B1,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6512_02,First Brazier,Former Sanctuary Crypt - B1,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6512_03,First Brazier,Former Sanctuary Crypt - B1,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6531_01,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6531_02,Entrance,Former Sanctuary Crypt - B3,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6531_03,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_04,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6531_05,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6531_06,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6531_07,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6531_08,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_09,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_10,Entrance,Former Sanctuary Crypt - B3,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6531_11,Entrance,Former Sanctuary Crypt - B3,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6531_12,Entrance,Former Sanctuary Crypt - B3,small leaves,1,foxglove leaves,10%,moonlight grass,12%
IP_MP6531_13,Entrance,Former Sanctuary Crypt - B3,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6542_01,Frozen Statue Room,Former Sanctuary Crypt - B4,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6542_02,Frozen Statue Room,Former Sanctuary Crypt - B4,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551_01,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6551_02,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6551_03,Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Aura grass,5%
IP_MP6551_04,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6551_05,Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6551_06,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6551_07,Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6551_08,Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6552_01,Eastern Hall,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6552_02,Eastern Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6553_01,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,2%
IP_MP6553_02,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6553_03,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6553_04,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6553_05,Central Chamber North of Entrance,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,2%
IP_MP6554_01,Western Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,rim flower,5%
IP_MP6554_02,Western Hall,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
IP_MP6554_03,Western Hall,Former Sanctuary Crypt - B5,bending twig,1,Pangu tree,10%,Treasure branch of the great tree,5%
IP_MP6554_04,Western Hall,Former Sanctuary Crypt - B5,small leaves,1,Pangu flower,10%,Rivera's Immortal Flower,12%
IP_MP6554_05,Western Hall,Former Sanctuary Crypt - B5,strange lump,1,Rispar,10%,dragonite,5%
